Medida_1,Medida_2,Medida_3,Medida_4,Medida_5,Medida_6,Medida_7,Desvio_1,Desvio_2,Desvio_3,Desvio_4,Desvio_5,Desvio_6,Desvio_7
13.5364,7.7186,17.488,16.7956,20.2823,23.0889,6.8608,0.0162,0.0364,0.2784,0.0573,0.6185,1.0177,0.1542
13.5329,7.7707,17.009,16.8636,19.4046,22.6896,6.7465,0.0222,0.0196,0.2799,0.0344,0.6806,0.4121,0.0582
13.534,7.7749,17.3197,16.8835,19.8197,22.8016,6.8544,0.0177,0.024,0.3056,0.0383,0.971,0.2883,0.0731
13.5276,7.803,17.0031,16.8724,21.0433,22.3689,6.8438,0.0216,0.0228,0.301,0.054,0.1835,0.6148,0.0542
13.5153,7.776,16.7862,16.8888,19.679,20.3403,6.7905,0.027,0.0373,0.034,0.3146,0.2907,0.9218,0.0428
13.5264,7.8124,17.7636,16.8431,19.9041,20.0507,6.7893,0.0214,0.0266,0.1114,0.0451,0.453,0.3862,0.1964
13.5387,7.8446,16.9597,16.8495,19.3407,19.9575,6.475,0.0268,0.0229,0.2525,0.0356,0.385,0.284,0.3551
13.5381,7.912,18.1828,17.5302,19.1525,19.9088,6.8972,0.0208,0.0212,0.538,0.1128,0.357,0.0794,0.1609
13.5282,7.9373,16.9175,16.8771,19.5224,19.8332,6.9107,0.0215,0.0279,0.0363,0.0563,0.0541,0.1433,0.0506
13.5334,7.9578,16.9134,16.829,19.1736,19.7552,6.4363,0.0175,0.0165,0.0391,0.0489,0.1006,0.1164,0.4261
13.5452,7.9244,16.8636,16.8085,18.6899,20.8076,6.7477,0.0247,0.0177,0.0343,0.033,0.0964,0.8742,0.2737
13.5657,7.8839,16.87,16.9175,19.0434,22.4527,6.0435,0.0227,0.0239,0.0259,0.0298,0.0503,0.2548,0.2419
13.5768,7.9132,16.9046,16.9668,18.796,21.9356,6.4451,0.0187,0.0283,0.0397,0.074,0.1746,0.769,0.4124
13.5932,7.9859,17.8228,16.9726,20.5836,21.8254,5.9333,0.0097,0.0283,0.4899,0.0431,0.6458,0.7922,0.0585
13.5827,8.0651,17.5097,16.9117,19.9903,20.3532,5.8653,0.0146,0.0356,0.5844,0.034,0.9306,0.5632,0.0373
13.6003,8.0152,17.7325,17.1263,18.8763,19.9704,6.349,0.0194,0.0471,0.4063,0.4101,0.1456,0.1488,0.3749
13.6114,8.0129,16.8032,16.9486,18.9637,19.7904,6.1156,0.0217,0.0244,0.0895,0.0319,0.0265,0.1048,0.4137
13.6226,7.9953,16.7633,16.9246,18.9162,21.1793,5.948,0.016,0.0349,0.1379,0.0334,0.0656,0.931,0.0711
13.6237,7.9208,16.8788,17.0143,19.9721,20.0806,5.9878,0.0098,0.0487,0.1797,0.0135,0.8036,0.0726,0.1175
13.6249,8.0322,17.0154,16.9762,21.0486,21.9597,6.0125,0.0179,0.0712,0.1157,0.0537,0.6493,0.0606,0.132
13.6349,7.8399,16.9562,17.0043,20.8744,22.5929,5.9655,0.0182,0.0911,0.1387,0.05,0.7949,0.5668,0.0609
13.6313,7.8522,16.7434,16.9832,20.6786,22.1871,6.0535,0.0181,0.123,0.3086,0.0526,0.7429,0.2778,0.0635
13.6484,7.8874,16.7317,17.0278,21.4748,22.2745,5.9996,0.024,0.1277,0.3801,0.0272,0.1975,0.0408,0.0435
13.6706,7.8094,16.7293,17.0407,20.0437,23.8751,6.0312,0.0222,0.1551,0.2302,0.0439,0.4768,0.5289,0.0496
13.6759,7.8259,16.5622,17.0858,18.7732,23.2677,5.9784,0.0243,0.1372,0.1827,0.0371,0.0382,0.7512,0.0346
13.6689,7.8282,16.6678,17.0489,19.1009,20.3397,5.9972,0.0201,0.118,0.215,0.0418,0.3376,0.5814,0.0287
13.6847,7.6875,16.754,18.2173,19.1273,21.6753,5.9902,0.0176,0.0434,0.2845,0.5107,0.401,0.6968,0.0237
13.6999,7.6816,17.1808,16.9721,19.8877,20.1035,6.013,0.0225,0.0419,0.1972,0.0299,0.9326,0.0299,0.0333
13.7093,7.6429,16.982,17.7647,21.3599,20.192,6.0652,0.0144,0.0195,0.3033,0.6018,0.4568,0.0651,0.0241
13.7234,7.5837,16.6109,17.07,19.5043,20.2618,6.0312,0.0161,0.0293,0.2581,0.067,0.1548,0.0379,0.0336
13.7351,7.6201,16.5235,17.2658,20.209,20.2494,5.9755,0.0101,0.0314,0.2188,0.4712,0.5339,0.0234,0.0239
13.7293,7.6201,16.7381,17.0899,19.7452,20.2512,6.006,0.011,0.0219,0.3345,0.1,0.4926,0.0524,0.0262
13.7152,7.6412,17.1092,17.1075,21.493,20.0829,6.0183,0.0161,0.0333,0.2566,0.0261,0.2583,0.076,0.0277
13.7123,7.6681,17.2664,17.0887,20.1433,19.8361,6.0236,0.018,0.0232,0.1697,0.0478,0.5366,0.1628,0.0279
13.7269,7.7063,17.4862,17.0623,20.1263,19.8549,6.0066,0.0147,0.0316,0.4813,0.0498,0.4212,0.046,0.0309
13.741,7.684,17.3086,18.1787,19.7253,19.9018,5.9855,0.0145,0.0259,0.2187,0.214,0.752,0.0432,0.0183
13.7445,7.6646,17.3244,17.9588,21.1142,19.9862,6.0324,0.0259,0.0208,0.1643,0.1639,0.9216,0.0419,0.029
13.7738,7.6934,17.2922,18.1986,19.268,20.0695,6.0306,0.0171,0.0215,0.611,0.4381,0.5635,0.0356,0.0296
13.7943,7.7139,17.4962,17.135,19.3125,20.1169,5.9867,0.0217,0.0147,0.6578,0.0822,0.029,0.0413,0.0228
13.7896,7.7174,16.6983,17.1778,21.4748,20.1316,6.0007,0.0279,0.0269,0.3687,0.0702,0.3146,0.046,0.0151
13.7914,7.725,16.8548,17.1397,19.4198,20.0999,6.0037,0.0259,0.0185,0.4888,0.0426,0.8426,0.0483,0.0193
13.7885,7.7549,16.6643,17.1339,19.5488,20.0308,6.0195,0.0271,0.0198,0.4031,0.0401,0.7616,0.0549,0.0258
13.7726,7.7707,16.5646,17.1608,19.1736,19.9422,5.9896,0.0274,0.0155,0.0512,0.0399,0.1196,0.0577,0.0169
13.7574,7.7496,16.5646,17.1046,19.0253,20.0108,5.9784,0.021,0.0241,0.0509,0.0359,0.4139,0.0389,0.0245
13.7609,7.7549,16.6044,17.0946,19.8842,19.9809,6.0083,0.0236,0.0204,0.064,0.0316,0.805,0.0524,0.0185
13.7562,7.7549,16.6056,17.084,19.5992,19.9956,6.016,0.0179,0.019,0.0788,0.0295,0.4062,0.0534,0.0243
13.7451,7.7661,16.8325,17.1626,20.3415,19.9797,6.0224,0.0256,0.0155,0.2001,0.0489,0.7116,0.0905,0.0341
13.7697,7.7854,17.1608,17.2177,20.0437,20.0284,5.9503,0.0293,0.0091,0.2915,0.2762,0.5511,0.0603,0.0323
13.8037,7.8071,17.216,18.4442,20.6024,20.0501,5.9163,0.0369,0.0146,0.0787,0.1831,0.7343,0.1273,0.0373
13.8383,7.8094,17.257,18.9373,20.4265,19.954,5.8981,0.0353,0.0217,0.064,0.4954,0.7988,0.1949,0.0312
13.8377,7.8182,17.0248,17.3696,18.9408,20.0437,5.8817,0.0449,0.0182,0.1481,0.5154,0.287,0.0971,0.0343
13.775,7.8059,17.2206,17.6287,20.3503,19.8273,5.897,0.0427,0.0162,0.3231,0.6312,0.3755,0.2012,0.0344
13.6958,7.8206,17.4628,18.4384,19.9909,19.7265,5.8712,0.0442,0.0178,0.0325,0.3636,0.3567,0.1902,0.0387
13.6835,7.8411,17.4387,17.8245,18.8793,19.9258,5.86,0.0273,0.0187,0.1172,0.0472,0.0441,0.309,0.0198
13.6366,7.8517,17.4276,17.3408,19.3354,20.1298,5.8313,0.0411,0.0159,0.1963,0.1163,0.7816,0.2342,0.0321
13.6372,7.854,17.0553,17.1937,19.8525,19.8543,5.8524,0.0308,0.0272,0.347,0.0749,0.4338,0.3188,0.0309
13.6425,7.8563,16.6719,17.1995,19.509,20.25,5.8659,0.0263,0.0169,0.2339,0.0681,0.062,0.5067,0.0347
13.6958,7.8651,16.6936,17.2699,19.4656,20.7044,5.8313,0.0298,0.0239,0.2256,0.2837,0.4621,0.4332,0.0341
13.7211,7.8687,16.5605,18.5533,19.1396,20.2406,5.8407,0.0168,0.0167,0.0422,0.3194,0.2794,0.041,0.0227
13.7644,7.8991,16.5675,17.6774,19.2187,20.2231,5.8629,0.0224,0.0164,0.0403,0.448,0.1532,0.1243,0.0871
13.7844,7.9021,16.6039,17.6961,19.6157,20.2682,5.8102,0.0338,0.0144,0.0235,0.3171,0.1131,0.1145,0.0543
13.7967,7.9027,16.5945,17.556,20.6042,20.3034,5.9714,0.0301,0.0155,0.0302,0.3597,0.8295,0.0313,0.0958
13.7879,7.9021,16.6144,17.291,19.4579,20.3081,5.8659,0.0194,0.0159,0.052,0.0534,0.6464,0.0351,0.0572
13.7762,7.9068,16.6197,17.291,19.5025,20.3315,5.8641,0.019,0.019,0.0227,0.0432,0.0318,0.0229,0.0768
13.7615,7.9126,16.6654,17.3062,19.4122,20.311,5.9468,0.0196,0.0137,0.0338,0.0432,0.2794,0.0387,0.0884
13.7709,7.9167,16.649,17.3297,19.5963,20.3169,5.9732,0.0175,0.0122,0.0293,0.0442,0.8846,0.0351,0.0597
13.7867,7.9238,16.6426,17.3361,19.499,20.3133,6.0136,0.0222,0.0147,0.0254,0.029,0.4913,0.0432,0.0561
13.792,7.9314,16.6953,17.3514,19.1607,20.3415,6.0242,0.0214,0.0128,0.0337,0.0459,0.0325,0.0377,0.0409
13.7814,7.9373,16.7088,17.3361,19.1754,20.3139,6.0863,0.0267,0.0172,0.0251,0.0326,0.1667,0.0287,0.0405
13.7468,7.966,16.7164,17.3268,20.0055,20.3069,6.0945,0.0188,0.0173,0.0239,0.0434,0.6591,0.0414,0.0427
13.7275,7.9783,16.7164,17.3326,20.8973,20.3427,6.0136,0.0172,0.0162,0.0293,0.0437,0.6644,0.0539,0.0766
13.7369,7.9789,16.7071,17.2898,19.1132,20.3491,6.016,0.0287,0.0152,0.0265,0.0359,0.1429,0.0403,0.2333
13.7597,7.9982,16.7094,17.2969,18.7784,20.3468,6.3021,0.032,0.0225,0.0307,0.0271,0.0677,0.0514,0.3488
13.7785,8.0006,16.7252,17.2699,18.7597,20.338,6.3044,0.0322,0.0212,0.0258,0.0302,0.0437,0.0568,0.3001
13.8219,7.9906,16.7199,17.2699,20.671,20.3603,6.7254,0.0279,0.0205,0.0407,0.022,0.8934,0.0363,0.4566
13.8067,7.9994,16.7663,17.3719,21.3945,20.3954,6.8385,0.021,0.0195,0.171,0.0362,0.3588,0.0499,0.3724
13.7844,8.0205,16.7487,17.4071,20.3866,20.3538,6.801,0.0271,0.0191,0.12,0.0439,0.5775,0.0436,0.5069
13.7381,8.0264,16.9656,17.4135,20.9395,20.3497,6.5137,0.0188,0.0178,0.2998,0.0404,0.7318,0.0459,0.446
13.7105,8.0299,16.9873,17.4153,21.4566,20.3954,6.6451,0.0375,0.0196,0.3015,0.0418,0.4047,0.0371,0.3879
13.7175,8.0234,17.3186,17.4118,18.8675,20.4312,6.39,0.0298,0.0181,0.3547,0.0285,0.103,0.0394,0.3278
13.7662,8.0234,17.2177,17.4329,18.7292,20.3802,6.9763,0.0328,0.0229,0.2662,0.0261,0.0561,0.1009,0.3745
13.7803,8.0363,17.3121,17.4276,18.7444,20.4101,6.3918,0.0341,0.0195,0.2529,0.0259,0.0802,0.0399,0.276
13.7422,8.0375,17.247,17.4546,18.813,20.4523,6.5905,0.045,0.0167,0.3194,0.0312,0.0471,0.0579,0.3623
13.7791,8.0399,17.1309,17.4393,18.8265,20.4359,6.7606,0.0341,0.0224,0.3271,0.0379,0.0599,0.0533,0.3787
13.7551,8.0381,17.118,17.4323,18.7702,20.467,6.8292,0.0252,0.0241,0.372,0.0267,0.0658,0.0343,0.3855
13.7381,8.0445,16.9117,17.4317,18.6694,20.4447,6.6175,0.0366,0.0182,0.2256,0.0312,0.0617,0.0434,0.4493
13.7574,8.0381,16.9685,17.4176,18.6389,20.4617,6.6363,0.039,0.0217,0.3386,0.0326,0.0611,0.0455,0.4592
13.8823,8.0369,16.8014,17.3819,18.7702,20.4652,6.543,0.3958,0.0249,0.1171,0.0407,0.0486,0.0458,0.3722
13.7633,8.0281,16.7733,17.3807,18.915,20.413,6.4211,0.0371,0.0264,0.039,0.0502,0.0651,0.0509,0.2836
13.7814,8.034,16.771,17.3866,19.0223,20.4371,6.5184,0.033,0.0215,0.0233,0.0362,0.3234,0.0435,0.4535
13.7433,8.0539,16.7968,17.4429,18.8582,20.4488,6.6568,0.0296,0.0215,0.1253,0.0435,0.19,0.0492,0.4465
13.7527,8.0381,16.7745,17.4458,18.6412,20.4453,6.4938,0.0355,0.0196,0.0586,0.0633,0.037,0.0434,0.301
13.7803,8.0387,16.7821,17.4001,18.7134,20.4101,6.3578,0.0287,0.0206,0.042,0.048,0.1132,0.0523,0.2912
13.7703,8.0287,16.7774,17.4094,19.1091,20.4306,6.8585,0.031,0.0199,0.0237,0.0471,0.0452,0.0549,0.5117
13.7785,8.0381,16.7915,17.3748,18.9872,20.4341,6.8573,0.0276,0.0241,0.0442,0.0459,0.3273,0.0442,0.4703
13.7855,8.0358,16.8085,17.3848,18.891,20.4365,7.0027,0.0401,0.0248,0.039,0.0481,0.3979,0.038,0.3965
13.7979,8.0393,16.7938,17.4112,18.9444,20.4148,6.5706,0.0391,0.0222,0.0274,0.0617,0.1201,0.0592,0.4135
13.7768,8.0305,16.7991,17.3561,18.6747,20.4341,6.7049,0.034,0.0211,0.0156,0.0389,0.0876,0.0382,0.3463
13.7891,8.0445,16.8202,17.3702,18.5867,20.4277,6.7694,0.0299,0.0215,0.0292,0.0303,0.0858,0.059,0.4303
13.7879,8.0475,16.7944,17.3866,18.5545,20.4347,6.458,0.0364,0.0193,0.0422,0.0401,0.1021,0.052,0.2845
13.7932,8.0434,16.7745,17.3813,18.4431,20.4453,6.3531,0.0461,0.019,0.0361,0.0336,0.0885,0.0537,0.2568
13.7861,8.0322,16.7921,17.3772,19.3254,20.4324,6.3038,0.0343,0.0256,0.0342,0.079,0.7306,0.0539,0.0671
13.7797,8.0393,16.8296,17.3449,20.5186,20.4693,6.2358,0.0358,0.023,0.0382,0.0337,0.2559,0.0524,0.1164
13.7674,8.041,16.7803,17.3983,21.4865,20.3485,7.4307,0.0289,0.0182,0.0188,0.0423,0.5531,0.0547,0.2527
13.7287,8.0322,17.4001,17.3567,18.7761,20.3122,7.2888,0.0261,0.0219,0.3045,0.0356,0.303,0.0571,0.2439
13.6923,8.0598,17.0242,17.3285,18.5451,20.3714,7.0795,0.0306,0.0125,0.2237,0.0303,0.543,0.2504,0.0187
13.6765,8.0457,16.9785,17.349,18.5339,21.6618,6.9493,0.0419,0.0165,0.2125,0.0447,0.6612,0.6896,0.1258
13.6671,8.044,17.247,17.3813,19.0751,21.6542,6.4557,0.0465,0.0202,0.2515,0.0462,0.4996,0.6733,0.3276
13.6589,8.0481,17.0254,17.4458,19.3202,21.9069,6.2194,0.0329,0.0214,0.2599,0.0349,0.6805,1.1954,0.3875
13.6378,8.024,16.8595,17.3989,19.995,21.3306,6.59,0.027,0.0222,0.0447,0.0344,0.4534,0.44,0.3237
13.6401,8.0205,16.8067,17.3872,20.7707,22.2716,5.8952,0.0371,0.0289,0.14,0.0384,0.659,0.2218,0.2105
13.6155,8.0346,16.7581,17.3397,19.4978,22.2634,5.8248,0.022,0.0248,0.0588,0.0362,0.6256,1.1857,0.0307
13.6009,8.0445,16.8143,17.3162,20.5133,21.6237,5.9673,0.0222,0.0202,0.0711,0.0284,0.8799,0.644,0.2391
13.5657,8.0281,16.7434,17.332,20.1674,21.3013,5.8799,0.0175,0.0223,0.0709,0.0436,0.5055,0.4927,0.1398
13.5493,8.027,16.7569,17.2898,19.7786,21.0409,5.8067,0.0193,0.0269,0.0256,0.0477,1.0442,0.6308,0.1457
13.5082,8.0381,16.7885,18.3428,18.966,20.3239,5.819,0.0263,0.0234,0.048,0.2129,0.914,0.1935,0.0352
13.4959,8.041,16.7463,18.256,20.4634,20.3233,6.2874,0.0316,0.0213,0.0293,0.0758,0.4593,0.0686,0.3528
13.5053,8.0275,16.6572,17.3039,20.1293,20.1668,6.8151,0.0298,0.0198,0.0447,0.1226,0.577,0.0901,0.2218
13.4736,8.0651,16.7328,17.3027,19.6186,20.0782,6.8356,0.0206,0.015,0.0262,0.0398,0.9207,0.0355,0.2173
13.442,8.0487,16.7651,17.2629,19.7001,19.9932,6.9716,0.0164,0.0248,0.0291,0.0504,0.5247,0.0418,0.0425
13.4226,8.051,16.761,18.0626,18.8136,20.0407,6.9159,0.0175,0.015,0.0341,0.4856,0.0327,0.0267,0.0177
13.4467,8.109,16.6766,17.2195,18.6489,20.0771,6.9406,0.0265,0.0283,0.0468,0.0411,0.2459,0.0294,0.0229
13.4725,8.469,16.6707,17.1802,18.463,20.0179,6.9927,0.0246,0.1937,0.0658,0.0327,0.0664,0.0443,0.0318
13.4496,8.1325,16.7311,17.2482,20.2729,20.1339,6.9329,0.0143,0.0859,0.0543,0.0302,0.47,0.0217,0.0352
13.4191,8.0017,16.7317,17.0917,21.1787,20.1855,6.8702,0.0237,0.0263,0.0465,0.0484,0.3436,0.0373,0.0225
13.371,8.0844,16.7229,17.1778,20.3409,20.0917,6.8016,0.0225,0.0194,0.048,0.0474,0.7237,0.1205,0.1477
13.3534,8.0586,16.7188,17.0969,18.419,20.1697,6.8591,0.0273,0.0139,0.0523,0.0457,0.0333,0.0275,0.0324
13.3523,8.041,16.6977,17.128,20.8985,20.1005,6.8438,0.0239,0.0188,0.0595,0.0544,0.3383,0.0811,0.0369
13.3382,8.0827,16.8237,17.1005,18.4003,20.0595,6.9359,0.0175,0.0162,0.2508,0.0408,0.0501,0.0355,0.0938
13.3019,8.0967,16.7287,17.101,19.2088,20.0431,6.9089,0.0199,0.0124,0.0452,0.1542,0.7245,0.0387,0.1966
13.2766,8.0873,16.6877,17.1163,18.6876,19.8555,6.9916,0.0158,0.0175,0.0588,0.0478,0.0615,0.0464,0.4408
13.2532,8.1008,16.7739,17.0975,18.2109,19.9088,6.0248,0.017,0.0175,0.171,0.0304,0.3197,0.0442,0.2863
13.2573,8.1483,17.2892,17.0541,18.701,19.8549,5.9626,0.0157,0.0277,0.4261,0.0381,0.779,0.0337,0.1269
13.2362,8.1419,17.0348,17.0002,18.2138,19.9739,5.9579,0.0191,0.029,0.3355,0.1365,1.0597,0.0475,0.0543
13.2104,8.0358,17.2576,17.909,18.3182,19.9997,5.9638,0.0219,0.0215,0.2968,0.7558,0.6655,0.0421,0.0415
13.1881,7.9853,17.2429,17.077,17.5642,19.9141,5.9128,0.0273,0.0139,0.344,0.064,0.4784,0.0551,0.0456
13.1664,8.1477,17.5671,17.0459,17.5548,20.1339,5.8911,0.0279,0.0152,0.165,0.0535,0.7231,0.0452,0.0399
13.1523,8.1694,17.5619,17.481,18.1658,20.0419,5.8782,0.0186,0.0313,0.0248,0.2152,0.8503,0.0636,0.0711
13.1295,8.0709,17.5056,17.2916,18.3487,21.1535,5.7932,0.0104,0.0222,0.0215,0.2696,0.6965,0.5744,0.0265
13.0884,8.0932,17.5173,17.1034,18.378,19.9147,5.8102,0.02,0.0126,0.0336,0.096,0.7203,0.0698,0.0257
13.072,8.1636,17.5378,17.1503,17.8972,20.7249,5.7516,0.0259,0.0164,0.201,0.0772,0.5726,0.7692,0.0532
13.055,8.1337,17.777,16.9949,17.7366,22.298,5.717,0.0254,0.0112,0.3423,0.0785,0.3539,0.2682,0.0444
13.031,8.126,18.2877,17.7401,18.4085,20.617,5.6613,0.0178,0.0122,0.0202,0.0289,0.5429,0.2953,0.0395
13.0052,8.1237,18.1857,18.0162,17.7899,20.6458,5.7005,0.0087,0.0141,0.0207,0.4074,0.4226,0.3498,0.0393
12.9894,8.1436,18.2719,18.045,17.7847,21.0556,5.7005,0.0187,0.0136,0.0353,0.8183,0.6805,0.6927,0.0497
12.9641,8.1536,18.7855,17.1005,17.3942,21.5727,5.605,0.0166,0.0163,0.4483,0.0772,0.9389,0.2233,0.0349
12.9524,8.1196,17.2869,17.8046,16.9375,19.9153,5.6319,0.0189,0.0257,0.0715,0.0175,0.5825,0.2565,0.0311
12.9249,8.1495,18.3235,18.232,16.7868,19.8478,5.7797,0.021,0.0186,0.0261,0.3147,0.6639,0.1341,0.3043
12.9049,8.1823,18.9414,17.0313,17.3795,20.2348,5.8964,0.0198,0.0167,0.2513,0.2569,0.5375,0.4671,0.2614
12.8832,8.1466,17.4411,17.0149,17.7219,19.9469,6.3461,0.0184,0.0159,0.0412,0.062,0.3797,0.1571,0.2826
12.8703,8.0938,18.5996,16.9298,18.6835,19.8601,6.6058,0.0235,0.0125,0.669,0.1458,0.6028,0.041,0.1768
12.8475,8.1776,18.0467,18.0456,17.9834,20.1433,6.7858,0.0162,0.0146,0.3197,0.3948,0.0266,0.4485,0.1187
12.8293,8.1899,18.7315,18.8763,20.1011,21.9163,6.59,0.0227,0.0203,0.6042,0.0399,0.678,0.5155,0.0951
12.7959,8.1366,19.2996,17.7718,19.0053,21.3646,6.6486,0.0208,0.0269,0.2895,0.7988,0.7018,0.5297,0.077
12.7701,8.0868,17.9236,17.7043,18.4624,21.1506,6.7688,0.0217,0.0146,0.3019,0.1819,0.526,0.4441,0.0318
12.7648,8.207,19.2967,18.8734,18.6741,21.2837,6.6644,0.0214,0.0132,0.4804,0.3311,0.2437,0.262,0.0613
12.7531,8.1841,18.8353,16.9357,20.1797,22.1062,6.4498,0.0225,0.0217,0.1196,0.3265,0.5351,0.3003,0.2788
12.7267,8.1477,17.4118,16.7979,19.0311,22.407,6.4199,0.0195,0.0185,0.0727,0.0465,0.3354,0.0331,0.4006
12.7273,8.1671,17.5777,17.3537,18.29,22.0118,6.6685,0.0208,0.0162,0.0993,0.6215,0.1057,0.2937,0.2852
12.7003,8.207,17.9834,18.1288,17.8732,22.4269,5.6806,0.014,0.0109,0.3139,0.614,0.0579,0.0899,0.0576
12.6857,8.1935,17.7448,16.8706,17.9729,21.6038,5.8483,0.0123,0.0137,0.0366,0.0787,0.1942,0.1532,0.4668
12.6669,8.1741,18.0637,16.87,17.9477,21.8682,5.5569,0.0209,0.0148,0.4006,0.2535,0.0471,0.6967,0.1907
12.6575,8.1794,17.7512,17.7483,17.8322,22.1989,5.6847,0.0201,0.0186,0.0861,0.3127,0.0276,0.1676,0.1161
12.6188,8.1976,17.8908,16.887,17.7782,21.6483,5.6525,0.0191,0.0124,0.2299,0.0935,0.0443,0.4513,0.225
12.5901,8.1999,19.2029,16.7528,17.597,21.9573,5.7205,0.0165,0.0187,0.3194,0.0492,0.2772,0.2328,0.1804
12.6071,8.1888,19.3641,17.5161,18.0907,22.0359,5.8108,0.0167,0.0177,0.3486,0.2797,0.4412,0.5131,0.0752
12.5907,8.1905,19.4181,16.9169,17.7577,21.5199,5.8108,0.0259,0.0162,0.1303,0.0449,0.0431,0.1696,0.0349
12.5907,8.2228,19.4615,16.8513,17.5847,22.322,5.7949,0.0339,0.0115,0.456,0.0879,0.0409,0.1753,0.0373
12.5877,8.2374,19.2756,17.6457,19.6725,20.3515,5.7803,0.0204,0.0175,0.0727,0.2868,0.5048,0.2667,0.1234
12.5625,8.241,19.0997,17.1198,17.9383,21.7709,5.8547,0.0167,0.0202,0.6511,0.2757,0.1133,0.7968,0.0435
12.5672,8.2327,19.6631,17.9441,18.1106,20.6745,6.1209,0.0201,0.0093,0.1658,0.3086,0.1142,0.2274,0.3166
12.5526,8.2275,17.8052,16.9087,17.8105,22.3437,6.7611,0.0225,0.0157,0.3362,0.083,0.0646,0.0209,0.116
12.5268,8.2322,19.2434,16.727,19.7745,22.3654,6.8743,0.0232,0.0099,0.0681,0.0476,0.6078,0.032,0.0213
12.5502,8.2269,18.9608,17.0823,17.9576,21.605,6.8256,0.0187,0.0124,0.6994,0.5245,0.2124,0.2893,0.0304
12.5027,8.2357,18.7943,16.8771,17.7712,21.6659,6.7553,0.0205,0.0174,0.219,0.2902,0.0468,0.6583,0.0144
12.5233,8.2486,17.8556,16.6666,18.7485,22.3202,6.835,0.023,0.014,0.4436,0.0661,1.1131,0.3065,0.0175
12.4799,8.2498,19.6667,16.5581,17.1075,21.4695,6.8098,0.0323,0.0141,0.0196,0.0743,0.273,0.3594,0.0278
12.4939,8.2433,18.9836,16.9738,18.14,22.1344,6.767,0.0318,0.0171,0.3228,0.2593,0.1504,0.2814,0.124
12.484,8.2533,19.1367,16.788,17.3303,22.9728,6.7266,0.0335,0.0116,0.0496,0.045,0.0619,0.3747,0.1181
12.4623,8.2709,19.0387,18.0127,18.8195,21.5405,6.5788,0.0279,0.0147,0.0759,0.449,0.4418,0.0434,0.1954
12.4652,8.2779,18.8974,17.0717,17.4077,21.1177,6.1919,0.0322,0.0199,0.2136,0.3379,0.2991,0.3547,0.2167
12.4335,8.2996,19.2985,16.7287,17.403,22.3155,6.1526,0.0199,0.0192,0.6008,0.0431,0.0332,0.5104,0.3332
12.4136,8.3025,18.8558,16.7246,17.5666,22.1531,5.8348,0.0217,0.0139,0.4296,0.0601,0.0851,0.7045,0.2897
12.3796,8.2943,18.7175,16.6056,17.8492,22.5688,5.8811,0.0158,0.0163,0.1823,0.0501,0.0317,0.1014,0.3452
12.3784,8.2873,19.1554,17.1655,17.9881,22.3941,5.7334,0.0234,0.0133,0.0452,0.3543,0.0325,0.0423,0.1283
12.3345,8.2791,19.0774,16.9093,18.0315,22.2944,5.6536,0.0271,0.0088,0.0822,0.0267,0.6556,0.3584,0.0307
12.3151,8.2949,18.7573,17.6516,17.6838,21.7158,5.6777,0.0235,0.0139,0.8701,0.2446,0.3403,0.1495,0.0349
12.2881,8.3154,20.6024,16.5007,17.4006,21.6272,5.6155,0.0233,0.0169,0.4691,0.0678,0.1058,0.1736,0.0409
12.2559,8.3359,18.8822,16.4708,17.3813,21.6947,5.6202,0.023,0.0181,0.3202,0.0457,0.179,0.2597,0.0184
12.2196,8.3459,18.9227,16.3652,17.1567,21.6272,5.6296,0.0159,0.0217,0.0743,0.0504,0.3667,0.1636,0.0289
12.1885,8.3271,19.0669,16.3377,19.3706,21.6823,5.5974,0.0224,0.0187,0.0769,0.0541,0.5981,0.3854,0.0422
12.1598,8.3424,18.9496,16.9838,17.1773,22.9159,5.6536,0.0171,0.0165,0.1027,0.2922,0.0684,0.3218,0.0351
12.1451,8.3377,18.8922,16.5376,17.1468,21.7468,5.6677,0.0214,0.0182,0.1684,0.058,0.1277,0.2551,0.0373
12.1345,7.8001,18.3704,16.3811,17.0201,22.631,5.6396,0.0162,2.014,0.7563,0.0393,0.6305,0.5861,0.0304
12.1199,8.3301,19.2909,16.2826,17.4235,22.4815,5.6806,0.0172,0.0133,0.2461,0.0441,0.0385,0.1628,0.0371
12.0953,8.35,18.4607,16.2486,17.4282,22.2294,5.6853,0.014,0.0104,0.5458,0.0302,0.5994,0.3225,0.0439
12.0683,8.3869,17.9658,16.2673,16.1735,23.324,5.7234,0.012,0.0139,0.1749,0.0411,0.1727,0.4423,0.0472
12.0525,8.4092,18.5123,16.2726,17.3854,21.7246,5.7574,0.0205,0.0128,0.7953,0.0346,0.1356,0.0328,0.2067
12.022,8.4333,18.3581,16.248,17.3344,21.7808,5.8207,0.0217,0.0204,0.5576,0.027,0.4839,0.0602,0.3191
12.0009,8.4467,18.9285,16.2744,19.295,21.6231,6.8438,0.019,0.023,0.6778,0.0346,0.5465,0.0592,0.4751
11.9792,8.4696,19.4767,16.272,17.1937,21.7949,6.9681,0.0182,0.0215,0.4342,0.0281,0.0917,0.0426,0.195
11.9487,8.479,19.1009,16.2533,17.4159,21.5704,7.0467,0.0146,0.0248,0.4932,0.0265,1.2404,0.4021,0.2156
