Medida_1,Medida_2,Medida_3,Medida_4,Medida_5,Medida_6,Medida_7,Desvio_1,Desvio_2,Desvio_3,Desvio_4,Desvio_5,Desvio_6,Desvio_7
17.3397,12.4148,7.1205,3.7452,5.0345,12.5203,17.1784,0.0313,0.2244,0.5476,0.0229,0.0214,0.4181,0.1555
17.3971,14.7658,7.1862,3.6983,5.0591,12.063,17.5261,0.0369,1.6148,0.3671,0.0366,0.0158,0.3109,0.1923
17.4276,14.2018,7.4436,3.6714,5.0503,11.8754,16.8724,0.0371,0.028,0.5665,0.0357,0.0196,0.2053,0.1082
17.4475,14.3156,7.2788,3.6303,5.0691,11.9979,16.897,0.0307,0.1072,0.6054,0.0291,0.0199,0.3128,0.0431
17.4528,13.7562,7.4213,3.5752,5.0621,12.5485,16.9375,0.0333,0.6622,0.5413,0.0295,0.0215,0.6174,0.0422
17.4587,13.8401,6.7981,3.6004,5.0668,12.3122,16.9832,0.0269,0.4488,0.3674,0.0408,0.0295,0.4114,0.0409
17.4393,12.5807,7.6705,3.5741,5.1043,12.9067,17.0137,0.0393,0.3469,0.485,0.021,0.0261,0.2893,0.0485
17.4663,13.9227,7.005,3.5248,5.1893,12.766,17.1151,0.039,0.3859,0.5429,0.0203,0.031,0.1608,0.1077
17.4552,12.4646,6.6843,3.5377,5.1647,12.9477,17.5531,0.0541,0.3693,0.3508,0.0362,0.0169,0.3,0.0591
17.5542,14.1502,7.0467,3.509,5.1535,12.0595,17.6,0.0375,0.3515,0.4513,0.0331,0.0201,0.3814,0.0714
17.9641,12.4488,6.5489,3.4591,5.2151,11.8168,17.1497,0.7673,0.0361,0.2573,0.0216,0.0247,0.0473,0.1792
18.4841,14.1444,6.332,3.4322,5.2239,11.7992,17.0694,0.2214,0.171,0.0551,0.0261,0.014,0.0448,0.0492
20.2999,14.8034,6.3261,3.4263,5.2462,11.8408,17.1034,1.1423,0.9282,0.2222,0.0349,0.0135,0.096,0.0518
20.6335,14.196,6.3285,3.4029,5.2708,11.8426,17.0981,1.0993,0.0921,0.0591,0.0243,0.0128,0.0718,0.046
19.2439,12.2319,6.2024,3.3835,5.2737,11.9686,17.2834,2.5295,0.4671,0.0535,0.0243,0.0129,0.1083,0.3003
17.6756,16.3453,6.3156,3.3771,5.2778,11.8461,18.6213,0.1477,1.0904,0.2077,0.0253,0.0159,0.0468,0.6598
17.6574,14.1367,6.2874,3.3348,5.3095,11.7933,18.1106,0.0432,0.3986,0.2311,0.0193,0.0239,0.0334,0.8199
17.7313,11.954,6.1702,3.3454,5.3429,11.7247,17.9811,0.0597,0.0312,0.0907,0.0159,0.0257,0.0241,0.6784
17.7981,13.8752,6.176,3.3231,5.3693,11.7189,17.7753,0.0615,0.5646,0.0426,0.0117,0.0222,0.0379,0.4045
17.855,13.9098,6.1737,3.3448,5.405,11.7505,18.4014,0.0355,0.4214,0.063,0.0222,0.0153,0.0414,0.4938
17.8615,12.3949,6.4111,3.3425,5.3775,11.8748,18.13,0.0648,0.8859,0.43,0.0151,0.0157,0.3377,0.2295
17.8791,12.467,6.0412,3.3079,5.3974,11.6239,17.9101,0.0509,0.2598,0.0534,0.0128,0.0162,0.1682,0.0699
18.3903,14.2235,6.1754,3.3149,5.4092,12.0073,17.8978,1.371,0.0453,0.2084,0.0099,0.014,0.3323,0.3027
18.1177,12.2893,6.0529,3.2979,5.4819,12.5092,17.1778,0.5621,0.6763,0.0522,0.0133,0.0314,0.0559,0.0435
17.9957,14.3003,6.0424,3.2938,5.4877,13.0703,17.247,0.3568,0.022,0.2477,0.0175,0.0217,0.4005,0.0602
17.9295,13.5745,6.597,3.2956,5.537,13.1893,17.2658,0.0509,0.0446,0.5468,0.0175,0.0139,0.0357,0.055
17.9394,14.2704,7.3768,3.3026,5.5334,13.1436,17.2957,0.0351,0.254,0.6155,0.015,0.0162,0.0181,0.0505
17.9647,14.0423,7.3656,3.2733,5.5334,12.9952,17.8574,0.041,0.4933,0.4046,0.0135,0.0152,0.2992,0.6261
18.0075,13.9415,6.9974,3.2692,5.5411,11.3296,17.8011,0.2764,0.412,0.5514,0.0152,0.0198,0.2239,0.0989
18.5158,13.989,7.4811,3.2674,5.5505,11.3219,17.3027,1.0923,0.161,0.4802,0.0324,0.0158,0.1123,0.0842
19.5406,14.7043,7.2155,3.2827,5.5704,11.4415,17.3455,2.4945,0.8164,0.6888,0.0219,0.0142,0.1638,0.038
18.0655,13.965,7.657,3.2405,5.6091,11.7523,17.3004,0.0568,0.7809,0.314,0.036,0.0143,0.2528,0.0431
18.113,14.2458,7.5796,3.2299,5.6478,11.5875,17.8222,0.0576,0.5438,0.3838,0.0378,0.0245,0.1954,0.6642
19.0686,14.067,7.6734,3.2317,5.6255,12.1773,18.0221,1.3113,0.5664,0.3596,0.0169,0.0195,0.3056,0.0274
19.0675,14.1127,7.4946,3.2,5.6437,12.4259,17.6873,1.4157,0.1315,0.1264,0.014,0.025,0.1853,0.289
18.7403,11.4421,7.1352,3.1443,5.6747,11.3501,17.2529,1.3635,0.6442,0.7971,0.0111,0.026,0.0386,0.0313
19.7863,11.2363,7.5046,3.1724,5.7,11.4527,17.2916,0.7524,0.4983,0.4433,0.0101,0.0187,0.2416,0.0366
21.9051,14.6304,7.7754,3.1513,5.734,12.3392,17.3444,1.4731,0.9606,0.0566,0.0186,0.0221,0.386,0.04
20.8862,12.4863,7.725,3.132,5.741,11.1765,17.3825,1.1286,0.6557,0.0283,0.03,0.0227,0.0277,0.0289
20.5801,13.7169,7.5468,3.1056,5.7357,11.1384,17.3942,1.0196,0.0299,0.325,0.0229,0.0261,0.0531,0.0254
19.0593,12.0519,7.7414,3.0839,5.7451,11.1197,17.3819,0.393,1.1649,0.0322,0.0198,0.0222,0.0384,0.0303
19.4169,12.5889,7.7186,3.0745,5.7691,11.0927,17.4094,0.7535,2.1828,0.0337,0.0224,0.0246,0.0372,0.0385
20.0319,11.0112,7.7602,3.0429,5.7703,11.0634,17.3866,1.3756,0.0424,0.0373,0.0239,0.0178,0.0406,0.0421
20.8762,10.9977,7.5052,3.0458,5.7727,10.9661,17.3619,1.4213,0.0758,0.3615,0.0254,0.0209,0.041,0.0295
23.3017,13.2813,7.4489,3.0165,5.7644,10.8406,17.3895,1.1018,1.2117,0.4264,0.0172,0.0185,0.0418,0.0312
19.6514,12.3087,7.6746,3.0159,5.7943,10.8459,17.4329,1.6612,1.151,0.393,0.012,0.0256,0.0577,0.0181
20.4288,10.9016,7.8264,2.9889,5.8465,10.8224,17.4434,1.1615,0.0355,0.2193,0.0152,0.0216,0.0711,0.0166
22.2223,10.8998,7.8399,2.9854,5.8272,10.881,17.4798,1.8916,0.041,0.0363,0.0171,0.0237,0.0374,0.0222
21.6947,11.8473,7.7731,2.9895,5.8829,11.0165,17.4892,0.4982,1.5034,0.0792,0.0162,0.0313,0.2496,0.0269
21.8125,11.2633,7.6828,2.9948,5.86,10.952,17.4997,0.9236,1.0376,0.2076,0.0221,0.019,0.0293,0.0182
20.4699,10.782,7.8745,2.9872,5.8114,10.8764,17.5179,1.1302,0.0627,0.0267,0.0162,0.0313,0.1314,0.0204
19.6174,10.8142,7.6687,2.976,5.782,10.8394,17.5279,1.4268,0.0389,0.4558,0.0211,0.0325,0.117,0.0212
18.8939,12.8211,7.6406,2.9637,5.9532,10.8224,17.5589,0.7638,1.6192,0.3403,0.0226,0.1988,0.0269,0.0202
20.7191,10.7673,6.8895,2.9825,5.8805,10.7427,17.5712,1.7564,0.0381,0.3783,0.0266,0.1035,0.1081,0.0175
20.1257,10.6999,8.1219,2.9667,6.1485,10.6788,17.5965,0.9885,0.0395,0.3109,0.0238,0.2015,0.0229,0.02
19.3002,12.5772,7.9296,2.9966,6.4369,10.6213,17.6064,0.0541,1.8883,0.0489,0.0172,0.1735,0.0264,0.0273
19.1976,10.823,6.4111,2.9725,6.5952,10.6213,17.6269,0.0545,0.3882,0.1451,0.0252,0.0884,0.0219,0.0264
19.2258,11.353,5.4015,3.0083,6.5231,10.6242,17.6527,0.0849,0.3428,0.2248,0.0289,0.0667,0.0217,0.0266
18.9836,13.0327,7.3193,3.0159,6.543,10.5979,17.6674,0.0543,0.9637,0.3016,0.0204,0.0876,0.0585,0.0204
18.8863,13.5821,6.5782,3.0018,6.5688,10.6026,17.6932,0.0538,0.9575,0.6416,0.0152,0.0815,0.0262,0.0207
18.8453,13.14,6.607,3.0335,6.6245,10.5633,17.7172,0.069,0.9057,0.8908,0.0172,0.1149,0.0369,0.0219
19.095,12.43,7.8059,3.0229,6.6128,10.4906,17.7448,0.8372,0.1952,0.0682,0.0177,0.1413,0.0792,0.0175
18.8066,14.057,7.7661,3.0059,6.6456,10.4595,17.7536,0.0448,0.4757,0.3313,0.0222,0.0323,0.1009,0.021
18.8576,17.3907,7.6529,3.0024,6.6116,10.3938,17.7729,0.076,0.0884,0.3697,0.0208,0.0251,0.0797,0.0144
18.9004,14.2944,5.8805,2.9872,6.6791,10.3528,17.7847,0.0431,0.8019,0.2498,0.0169,0.1749,0.0411,0.0331
18.949,12.994,7.052,2.9754,6.835,10.4179,17.7911,0.0365,0.526,0.512,0.0185,0.0229,0.0325,0.0227
18.9508,12.7666,6.6521,2.9913,6.7887,10.3463,17.8234,0.0381,0.5655,0.7383,0.0162,0.0908,0.0569,0.023
18.9438,14.8743,6.0482,2.9954,6.8825,10.402,17.838,0.0281,1.2964,0.6328,0.0175,0.0212,0.2139,0.0304
18.9444,14.0646,5.666,2.9801,6.8168,10.3932,17.8533,0.0255,0.0285,0.3558,0.0127,0.0292,0.0501,0.0129
19.3084,13.2034,7.4624,2.9602,6.7535,10.2889,17.8767,1.1503,0.8899,0.0795,0.0196,0.1912,0.0208,0.0187
19.0405,13.3054,7.0531,2.9344,6.373,10.2983,17.8849,0.2295,0.3893,0.2752,0.0202,0.06,0.0266,0.0271
19.0124,13.6396,7.0795,2.9367,6.4721,10.2959,17.9166,0.0414,1.4885,0.398,0.0303,0.0949,0.0259,0.0229
19.3671,12.9524,7.4682,2.9667,6.4551,10.2537,17.9283,0.6824,0.4106,0.111,0.0195,0.0804,0.0208,0.0246
19.696,13.8923,7.2912,2.962,6.393,10.2138,17.9559,1.2869,0.5256,0.1116,0.0233,0.0603,0.0259,0.0229
20.2817,11.1056,7.2835,2.9848,6.5853,10.1189,17.9764,1.3945,1.1083,0.0295,0.0145,0.116,0.0407,0.0245
22.9235,11.1091,7.256,3.0024,6.7195,10.6178,17.9658,0.4705,0.4925,0.0351,0.0214,0.123,0.3761,0.0259
21.799,13.2139,7.5691,2.9842,6.7946,10.1535,17.9793,1.3051,0.446,0.0455,0.0269,0.0569,0.0426,0.0187
20.9061,16.2075,6.9916,2.9854,6.8127,10.1218,18.0145,1.5198,1.2206,0.2663,0.0186,0.0563,0.0391,0.014
19.5219,11.3565,6.1602,2.9614,6.9605,10.1435,18.0344,0.4275,0.2701,0.4841,0.019,0.0502,0.0525,0.0273
21.456,10.9338,6.8086,2.9889,7.0086,10.0743,18.0086,1.0218,0.1074,0.3518,0.0212,0.0595,0.0692,0.028
20.1744,10.9532,6.9441,3.0077,6.9769,10.0995,18.0233,1.2245,0.094,0.3837,0.0234,0.0717,0.0634,0.0234
21.0691,10.9391,6.7952,3.003,6.9294,10.1529,18.0245,0.9356,0.1061,0.661,0.0246,0.0874,0.0484,0.0207
21.4437,10.9379,7.0555,2.9614,6.9312,10.0831,18.0133,0.816,0.0815,0.3762,0.0155,0.0753,0.0493,0.0268
21.5874,11.0235,6.8573,2.9842,6.9153,10.0409,18.0069,0.7627,0.0902,0.555,0.0257,0.0775,0.0419,0.0306
22.5231,10.9567,5.3388,3.0042,6.784,10.1499,18.0051,1.0144,0.0561,0.6572,0.0298,0.0454,0.0322,0.0263
20.7795,10.9766,5.7029,3.0024,6.7183,10.1329,18.0033,1.0939,0.0757,0.8562,0.0117,0.0365,0.0218,0.0266
20.5701,10.8412,7.0478,3.0124,6.6785,10.1241,17.9951,0.5416,0.059,0.4964,0.033,0.028,0.0326,0.0236
20.7243,10.8535,7.4629,3.0112,6.6714,10.0989,17.9887,0.4541,0.073,0.1498,0.0298,0.023,0.1792,0.0181
23.0566,10.901,7.4928,3.0112,6.6568,10.1845,17.9828,0.0777,0.0893,0.1932,0.0215,0.0207,0.0231,0.032
22.5161,10.7691,7.1932,3.0323,6.6456,10.12,17.9887,0.3962,0.0629,0.0593,0.0208,0.0179,0.0218,0.0277
23.0261,10.7655,6.8491,3.0341,6.6879,10.0508,17.9676,0.1907,0.0856,0.1002,0.0285,0.0195,0.0279,0.0325
20.6458,10.8312,7.1733,3.0487,6.699,10.0467,17.9559,0.7467,0.0749,0.0442,0.0191,0.0169,0.0316,0.0366
22.3718,10.7861,7.0185,3.0593,6.6943,10.1118,17.9324,1.1533,0.0695,0.3884,0.0232,0.0187,0.0192,0.0227
22.6849,10.7087,6.8526,3.0546,6.6978,10.1282,17.9265,0.7225,0.0799,0.4478,0.0225,0.0175,0.0344,0.0365
20.817,10.9332,6.8784,3.0651,6.7019,10.0579,17.9207,1.4219,0.5179,0.2201,0.0157,0.0137,0.0422,0.0359
19.4626,10.6612,5.1799,3.0775,6.7019,10.1136,17.9359,0.451,0.0633,0.3902,0.0258,0.0144,0.0306,0.0259
19.336,11.1736,4.9489,3.0892,6.7101,10.1406,17.9324,0.0551,0.439,0.0912,0.0204,0.0155,0.0353,0.032
19.3682,14.0459,4.9255,3.088,6.7213,10.2068,17.9406,0.0641,1.9184,0.3712,0.024,0.0145,0.0585,0.0302
19.428,13.4988,4.7619,3.081,6.7318,9.9916,17.9283,0.0673,1.7405,0.0705,0.0287,0.0148,0.1025,0.0327
19.4574,12.3831,4.7085,3.0722,6.7565,9.984,17.9523,0.042,0.3178,0.0486,0.0217,0.0131,0.0661,0.0308
19.6069,12.2952,4.7126,3.0857,6.7576,10.0995,17.9265,0.7278,0.0793,0.0526,0.0174,0.0155,0.0532,0.0427
19.3718,12.0812,4.7044,3.1079,6.7705,10.1628,17.8961,0.0526,0.2415,0.0432,0.0187,0.0107,0.0427,0.0495
19.6661,13.2121,4.712,3.0728,6.7805,10.2191,17.8855,0.7604,0.2731,0.0594,0.025,0.0149,0.0298,0.0455
20.4113,13.1289,4.739,3.0945,6.7799,10.2009,17.8961,1.4738,0.3424,0.0444,0.0271,0.0157,0.0374,0.0556
20.0425,13.5035,4.7249,3.1109,6.774,10.2232,17.9049,1.118,0.9219,0.0314,0.0267,0.0162,0.0255,0.0326
20.2999,13.0509,4.756,3.1033,6.7864,10.2566,17.9066,1.3245,0.4364,0.047,0.0251,0.023,0.0363,0.0436
20.1967,12.9131,4.7466,3.0992,6.7805,10.1775,17.8984,1.2856,0.1702,0.0405,0.0204,0.0156,0.0231,0.0526
19.757,12.963,4.7285,3.0933,6.7852,10.2115,17.9177,0.8717,0.241,0.0554,0.0186,0.0234,0.0394,0.0654
19.5629,12.4324,4.7578,3.1015,6.7905,10.1658,17.8972,0.544,0.2898,0.0542,0.0225,0.0175,0.0406,0.0723
19.3653,10.7896,4.7953,3.0962,6.7805,10.0192,17.9172,0.0418,0.4551,0.0443,0.0214,0.0167,0.0732,0.0387
19.6467,10.5128,5.2086,3.1138,6.7711,10.001,17.9781,0.4078,0.0357,0.5577,0.0258,0.035,0.0503,0.046
19.9112,10.5222,6.2399,3.1044,6.8034,10.0608,18.0332,0.6749,0.0392,0.6713,0.0177,0.0177,0.0492,0.0569
22.0998,10.4888,6.8702,3.1121,6.8163,10.0544,18.0749,1.4162,0.048,0.0442,0.0214,0.019,0.0386,0.0562
21.6894,10.5222,6.8778,3.1091,6.8509,10.0409,18.0784,1.5189,0.0453,0.0299,0.0159,0.0217,0.0456,0.0646
22.2012,10.5832,6.383,3.0992,6.8362,9.9025,18.0948,0.6743,0.0384,0.5885,0.0212,0.0411,0.07,0.0728
22.7476,10.5445,4.5514,3.0968,6.9071,9.8709,18.1822,0.5478,0.045,0.0469,0.0212,0.0195,0.0763,0.0599
22.0482,10.5398,4.5291,3.1021,6.9288,9.6275,18.2086,1.3883,0.0546,0.0354,0.0303,0.019,0.2126,0.0579
21.7797,10.5545,4.5995,3.1027,6.9148,9.9834,18.2467,1.8495,0.0498,0.0364,0.0303,0.0204,0.1617,0.0505
20.4523,10.5838,4.5367,3.0915,7.005,9.3889,18.2818,1.351,0.0565,0.0541,0.0259,0.0319,0.2063,0.0574
19.8496,10.684,4.9694,3.098,6.9828,9.3965,18.2965,0.131,0.0575,0.5528,0.0219,0.019,0.1946,0.0676
19.8543,10.6923,7.6828,3.0833,6.9323,9.3022,18.3176,0.1063,0.0883,0.2922,0.0252,0.0263,0.2877,0.045
19.8813,10.636,6.988,3.0816,7.0197,10.0133,18.3416,0.0557,0.0569,0.0186,0.0152,0.0168,0.0938,0.0472
19.7957,10.8207,4.3527,3.0616,7.0596,9.6692,18.3059,0.0415,0.0776,0.0332,0.0265,0.0133,0.0941,0.0556
20.2436,11.0786,4.5022,3.044,7.0695,9.437,18.2942,1.0817,0.1328,0.0461,0.0271,0.0193,0.4213,0.0573
20.2846,11.0593,4.4289,3.0171,7.093,9.7413,18.368,0.8131,0.0427,0.0435,0.0119,0.0263,0.1537,0.048
19.9176,11.7447,6.1655,3.0036,7.1276,9.0905,18.4173,0.0613,0.736,0.5711,0.0182,0.0408,0.0576,0.0579
20.0753,11.5811,6.7441,3.0194,7.1399,9.1245,18.4319,0.6593,0.4085,0.4431,0.0196,0.0261,0.1753,0.0474
19.9311,11.0663,6.7998,3.0136,7.1481,9.2429,18.4237,0.0656,0.2771,0.1274,0.018,0.0271,0.2485,0.0548
19.9369,10.942,6.1825,3.0095,7.2026,9.1392,18.4132,0.0597,0.0634,0.7549,0.017,0.0262,0.1172,0.0587
19.9803,11.0628,4.3902,3.0106,7.2067,8.7686,18.4448,0.0371,0.0391,0.0412,0.0245,0.018,0.1104,0.0787
19.9639,11.0792,4.3439,2.9924,7.2753,9.7161,18.4425,0.0649,0.04,0.0488,0.0188,0.0388,0.6395,0.0608
20.0173,11.0065,4.4617,2.9795,7.2513,9.7172,18.4917,0.0467,0.2704,0.051,0.0225,0.0222,0.034,0.0595
20.0249,11.5125,5.9269,2.9766,7.2536,9.0571,18.5246,0.0554,0.3667,0.638,0.0181,0.0231,0.372,0.0675
20.0472,11.9458,6.7776,2.9848,7.2783,9.1732,18.5076,0.0525,0.115,0.4809,0.0167,0.0239,0.3088,0.0691
20.0454,11.241,5.1131,2.9766,7.3082,8.941,18.5721,0.0363,0.0448,0.7518,0.0217,0.0254,0.2566,0.0533
20.0882,10.9578,4.9624,2.9919,7.3087,9.1427,18.5732,0.0369,0.0576,0.9377,0.0352,0.0321,0.0556,0.0544
20.1275,11.0575,5.4121,2.9784,7.2964,9.2646,18.585,0.0474,0.0415,0.706,0.0207,0.0251,0.1005,0.0488
20.1422,11.2703,6.4545,2.9784,7.3228,8.7569,18.6061,0.0354,0.0661,0.3432,0.0182,0.0307,0.055,0.0507
20.1603,11.1027,6.7916,2.9649,7.4618,8.8308,18.6201,0.0295,0.1899,0.4639,0.02,0.0353,0.2728,0.0556
20.2102,11.173,4.2336,2.9538,7.3844,9.5601,18.643,0.023,0.0619,0.6916,0.0293,0.0225,0.3588,0.0318
20.2166,11.1214,3.9393,2.9438,7.4799,9.0676,18.6618,0.0293,0.0617,0.0341,0.0202,0.0388,0.1863,0.0552
20.2395,11.1355,3.9176,2.9309,7.4278,8.3195,18.6664,0.0446,0.0898,0.0267,0.0232,0.0173,0.1731,0.0425
20.2729,11.3507,4.5068,2.9174,7.4178,8.4016,18.6735,0.044,0.205,0.7909,0.0265,0.0298,0.4696,0.0413
20.2324,11.2375,4.1046,2.9209,7.4289,8.1442,18.7075,0.0425,0.2706,0.6132,0.0277,0.0312,0.2064,0.0539
20.2383,11.4099,4.7889,2.9186,7.4348,8.1243,18.6922,0.0485,0.29,1.0953,0.0241,0.0253,0.2817,0.048
20.2389,11.3982,4.4998,2.9156,7.4237,8.3559,18.6612,0.0529,0.2858,0.9473,0.0233,0.0267,0.4991,0.0541
20.2096,11.3243,4.2975,2.9209,7.4266,8.126,18.684,0.054,0.2142,0.7155,0.0263,0.0285,0.1756,0.0552
20.3597,11.234,6.2575,2.925,7.4377,8.1829,18.6383,0.5503,0.2032,0.727,0.0242,0.0279,0.1416,0.0654
20.2213,11.3172,5.9661,2.918,7.436,8.136,18.6477,0.0464,0.2573,0.6197,0.0167,0.0285,0.1345,0.0545
20.2066,11.2498,5.6923,2.9455,7.4377,8.1548,18.6682,0.0352,0.2167,0.7764,0.0259,0.034,0.1216,0.0499
20.233,11.3096,5.5182,2.9197,7.4418,8.1847,18.6489,0.0395,0.2671,0.6331,0.0171,0.03,0.1439,0.0502
20.2389,11.3571,5.4455,2.9285,7.4377,8.1008,18.6342,0.0365,0.2585,0.8791,0.0335,0.0241,0.1217,0.0417
20.2389,11.3196,5.486,2.9696,7.4413,8.0979,18.677,0.0478,0.2258,0.8896,0.023,0.0254,0.0958,0.0519
20.2307,11.1965,5.1559,2.9297,7.4371,8.1665,18.6377,0.034,0.1961,0.7373,0.0209,0.0342,0.1673,0.0361
20.2184,11.4497,4.3122,2.9549,7.4454,8.0698,18.6395,0.0338,0.3628,0.8742,0.0222,0.0193,0.0805,0.0789
20.2184,11.3665,4.0431,2.9285,7.4571,8.0774,18.6377,0.0344,0.2726,0.4698,0.0125,0.0226,0.0845,0.073
20.2154,11.3935,4.4318,2.9479,7.4553,8.1055,18.6219,0.0447,0.3024,0.9428,0.0177,0.0192,0.0516,0.0533
20.2213,11.3952,4.2817,2.9444,7.4541,8.0651,18.6336,0.043,0.3025,0.6222,0.0259,0.0241,0.0596,0.0611
20.233,11.3683,4.0953,2.9385,7.4459,8.0598,18.6477,0.0388,0.3061,0.7582,0.024,0.0254,0.073,0.0734
20.2459,11.6315,4.2829,2.9567,7.4629,8.1061,18.6137,0.0407,0.2502,0.6342,0.0242,0.0244,0.0578,0.0596
20.2395,11.3442,4.1504,2.9373,7.4565,8.0997,18.6518,0.045,0.2801,0.572,0.0184,0.0215,0.0522,0.0495
20.2418,11.394,5.1307,2.9362,7.5269,7.9994,18.6618,0.0337,0.2298,0.9564,0.0148,0.0354,0.0668,0.0656
20.2571,11.6432,4.8598,2.935,7.4471,8.2275,18.7139,0.0509,0.0235,0.8211,0.0172,0.0261,0.3989,0.0727
20.284,11.523,3.8578,2.9385,7.4717,8.1401,18.7233,0.0307,0.373,0.0694,0.0299,0.023,0.2709,0.0697
20.3087,11.2563,3.9065,2.9268,7.5591,8.9949,18.7298,0.0327,0.0288,0.0381,0.0212,0.0465,0.3528,0.069
20.3391,11.3636,3.8989,2.9057,7.5456,8.6965,18.789,0.0286,0.0273,0.0431,0.015,0.0377,0.1288,0.0506
20.3732,11.4591,3.9024,2.9197,7.5644,8.9996,18.7831,0.0467,0.1372,0.0464,0.0307,0.0316,0.1009,0.0638
20.3907,11.4005,6.0869,2.9244,7.5321,9.1222,18.7556,0.0252,0.0287,0.0724,0.0339,0.015,0.0401,0.0547
20.3984,11.3161,6.8456,2.9403,7.5937,8.1325,18.8306,0.0385,0.1861,0.2402,0.0277,0.0263,0.094,0.0772
20.4206,11.1331,4.243,2.9567,7.6148,8.0393,18.9027,0.0302,0.028,0.6566,0.0251,0.0247,0.1454,0.0532
20.4623,11.2105,3.8467,2.9455,7.6054,8.0457,18.83,0.0355,0.0379,0.0649,0.0325,0.026,0.403,0.0424
20.4845,11.5348,3.8414,2.9549,7.6922,7.7854,18.8658,0.0333,0.051,0.0568,0.0322,0.0156,0.0472,0.0546
20.4775,11.8297,3.9862,3.01,7.681,8.5095,18.9526,0.0216,0.1209,0.0528,0.0411,0.0276,0.8015,0.0497
20.5109,11.1144,4.0361,3.0792,7.6904,8.8771,18.8916,0.0308,0.0365,0.099,0.0574,0.0197,0.2291,0.0517
20.5291,11.3049,5.5194,3.0323,7.691,8.9023,18.9315,0.0348,0.0248,1.0508,0.0352,0.0148,0.2111,0.0504
20.5649,11.3331,4.0167,3.0622,7.6834,9.1368,18.9285,0.027,0.2412,0.1488,0.0542,0.0195,0.1336,0.0367
20.5889,11.3454,3.9082,3.0628,7.725,8.2691,18.9965,0.0251,0.0306,0.0318,0.0506,0.0325,0.2963,0.0524
20.6042,11.4527,3.8443,3.0575,7.776,7.735,19.0006,0.0279,0.0348,0.0559,0.0486,0.0332,0.2635,0.0416
20.6124,11.1701,3.7693,3.0517,7.7432,7.5954,19.0071,0.0234,0.0477,0.0637,0.0261,0.0279,0.0426,0.0521
20.6434,11.302,3.6356,3.0376,7.7403,7.6171,19.0329,0.0314,0.0396,0.0394,0.028,0.0229,0.1752,0.0434
20.6757,11.2252,5.2385,3.0206,7.7479,7.8728,19.0411,0.0367,0.1903,0.1752,0.0417,0.0192,0.3892,0.048
20.7032,11.2785,3.8936,3.0288,7.7913,8.7229,19.0499,0.0363,0.0287,0.075,0.0229,0.0179,0.1428,0.0499
20.7155,11.4187,3.9123,2.9438,7.7995,9.3948,19.095,0.0352,0.0762,0.0258,0.0318,0.0159,0.4938,0.0579
20.7056,11.2873,4.8164,2.9051,7.8036,8.343,19.1214,0.0369,0.2027,0.702,0.0222,0.0239,0.1127,0.0714
20.7384,11.3401,3.8244,2.911,7.7872,7.7221,19.1548,0.0369,0.0662,0.1365,0.0136,0.0187,0.0987,0.0709
20.9125,11.047,3.8273,2.9262,7.8036,7.6928,19.1109,0.5371,0.047,0.0485,0.0206,0.0128,0.0857,0.0537
20.7642,11.4949,5.4121,2.8857,7.8218,7.9976,19.1085,0.0517,0.3028,1.1057,0.019,0.0188,0.4422,0.0437
20.8006,12.328,6.0887,2.8781,7.8182,8.3793,19.207,0.1068,0.2249,0.0266,0.0374,0.0287,0.2574,0.062
21.0198,11.3213,4.0636,2.9233,7.8135,8.163,19.2598,0.5191,0.0627,0.0499,0.0152,0.026,0.4712,0.0563
21.4232,11.2434,4.4236,2.9168,7.8833,8.3371,19.326,0.6413,0.0555,0.3105,0.0315,0.0187,0.052,0.0808
22.1021,12.219,4.6018,2.9655,7.9314,7.9238,19.387,0.6971,0.1316,0.4408,0.036,0.0289,0.1524,0.0858
22.3507,12.3532,3.7611,2.9614,7.9244,7.6136,19.4134,0.6843,0.13,0.08,0.0344,0.029,0.0567,0.0986
23.7649,11.8009,3.6045,3.0212,7.9971,8.2644,19.5043,1.2162,0.4809,0.0858,0.0233,0.0271,0.0346,0.1027
23.881,11.4322,3.6989,3.0048,8.0152,7.4975,19.3712,1.5343,0.2683,0.0344,0.0171,0.025,0.0908,0.1081
22.6638,12.233,3.5928,3.0206,8.0287,7.548,19.3143,0.45,0.1255,0.049,0.0255,0.0196,0.3114,0.0967
21.8096,12.0941,3.6567,3.0417,8.0545,8.3488,19.4474,1.1528,0.3601,0.0462,0.0216,0.0201,0.0235,0.0616
21.1054,11.2574,3.6251,3.0792,8.0616,8.5036,19.5224,0.0619,0.0405,0.0302,0.0231,0.0407,0.0723,0.0667
21.4771,11.234,3.4832,3.0745,8.0551,7.1628,19.6614,0.671,0.0431,0.0414,0.0278,0.0241,0.1816,0.0649
22.3267,13.3153,3.5225,3.0528,8.0961,7.1205,19.7927,1.2132,1.4765,0.0105,0.0169,0.0211,0.0382,0.1544
22.9347,13.8383,3.5307,3.0423,8.0903,7.4471,19.9199,1.4654,1.5258,0.0199,0.0086,0.0222,0.3791,0.1388
21.4543,12.5977,3.5682,2.9977,8.0885,8.3699,19.9352,0.7314,0.7709,0.0227,0.0128,0.0135,0.0449,0.2267
21.225,14.1965,3.5219,3.0458,8.1688,7.1528,19.5805,0.0486,1.4308,0.0204,0.0162,0.0218,0.1557,0.1511
