7.7637	0.0293	15.5608	0.7873	16.6871	0.0413	13.4461	0.0504	9.7454	0.1099	21.0468	0.2232	10.4777	0.0377
7.7614	0.0275	17.4815	0.5851	16.7153	0.0544	13.8981	0.4412	9.7272	0.0601	21.3851	0.5861	10.5257	0.0367
7.8194	0.0369	16.7463	0.9089	16.7979	0.0435	13.5129	0.0365	9.7436	0.0311	20.8914	0.0361	10.4155	0.0224
7.9449	0.0541	15.2097	0.1252	17.3660	0.6857	14.6046	0.6888	9.7436	0.0328	20.7701	0.0551	10.3100	0.0676
7.8681	0.0347	16.7370	0.3154	17.3748	0.3880	14.5653	0.7244	9.6316	0.0298	19.8560	0.0525	10.5762	0.0333
7.8200	0.0338	14.6392	0.1255	16.7041	0.1460	14.1203	0.6666	9.7595	0.0352	19.8988	0.0410	10.7462	0.0529
7.8188	0.0244	14.9933	0.0928	16.6232	0.1267	13.5299	0.0819	9.8480	0.0356	19.9416	0.0483	10.8593	0.0237
7.8235	0.0259	15.1358	0.9970	16.7006	0.1213	13.4220	0.0381	9.9488	0.0616	19.9334	0.0482	10.5744	0.0449
7.7303	0.0379	17.4757	0.5608	18.5468	0.9986	13.4918	0.0769	9.8509	0.0534	19.9211	0.0394	10.4355	0.0366
7.7743	0.1528	17.5208	0.4734	19.5863	0.2025	13.6067	0.1201	9.7530	0.0859	23.9214	0.0208	10.5064	0.0230
7.8739	0.0287	16.4262	0.6020	19.3290	0.2168	13.4602	0.0381	9.8755	0.1229	22.9517	0.1460	10.6330	0.0662
7.8587	0.0238	16.6496	0.7026	17.7442	0.6291	13.4308	0.0460	10.453	0.0599	21.3892	0.3049	10.5967	0.1327
7.8194	0.0335	16.3922	0.9607	19.3295	0.6400	13.4607	0.0450	9.8240	0.0307	23.0865	1.0337	10.6483	0.2196
7.8089	0.0371	17.4763	0.6039	17.1362	0.4376	13.4590	0.0380	9.8333	0.0299	21.0450	0.0289	11.2709	0.8990
7.8089	0.0641	17.5027	0.2795	17.1585	0.5906	13.4531	0.0506	9.7559	0.0328	22.9523	0.9288	10.6366	0.4486
8.2949	0.4579	15.9836	0.2755	17.8562	0.7664	13.4408	0.0424	9.8169	0.0225	23.6693	0.3525	10.6137	0.0439
7.8886	0.0247	15.6441	0.3600	18.5691	0.6136	13.4326	0.0387	9.7976	0.0210	23.4764	0.6243	10.5685	0.0413
7.8581	0.0190	16.2339	0.0666	19.0950	0.8341	13.4185	0.0330	9.7941	0.0143	23.8552	0.0237	10.5697	0.0529
7.8429	0.0256	15.7531	0.4374	17.0793	0.5865	13.4648	0.0402	9.7770	0.0171	23.4700	0.7191	10.5592	0.0401
7.8734	0.0372	16.1512	0.3649	17.6439	0.6877	13.4654	0.0271	9.7729	0.0167	21.2045	0.9399	10.5867	0.0557
7.8341	0.0406	16.2322	0.2571	17.0143	0.5399	13.4631	0.0402	9.7870	0.0193	19.9797	0.0654	10.9291	0.7057
7.7977	0.0270	16.0440	0.1765	17.2406	0.6972	13.4484	0.0372	9.7600	0.0128	19.9211	0.0627	10.5797	0.0498
7.7532	0.0261	15.2618	0.3600	17.3057	0.8933	13.4478	0.0277	9.7741	0.0102	21.5815	1.4762	10.7181	0.4358
7.7707	0.0289	15.4389	0.4587	17.6047	0.8169	13.4484	0.0346	9.7583	0.0203	19.9727	0.2937	10.5844	0.0347
7.8470	0.0269	16.0223	0.3668	16.8290	0.3487	13.4414	0.0360	9.7794	0.0215	19.8883	0.0359	10.6031	0.0475
7.9056	0.0292	15.1950	0.4686	16.6736	0.0927	13.4437	0.0281	9.7624	0.0229	19.8642	0.0372	10.5521	0.0660
7.7901	0.0603	15.3199	0.3786	17.7178	0.9546	13.4467	0.0463	9.9606	0.0213	19.8783	0.0268	10.6072	0.0530
7.7842	0.2730	15.1375	0.4198	16.9345	0.3523	13.4801	0.0259	9.7448	0.0149	19.8736	0.0387	10.6307	0.0372
7.8411	0.0419	16.2515	0.5064	16.8372	0.0840	13.3998	0.0405	9.7454	0.0232	19.8754	0.0200	10.6237	0.0495
7.8053	0.0453	16.1395	0.1016	17.6269	0.8914	13.4261	0.0350	9.7636	0.0101	19.8795	0.0310	10.6049	0.0545
7.8223	0.0570	16.0299	0.0734	16.9263	0.3791	13.4637	0.0383	9.7823	0.0233	19.9135	0.0409	10.6119	0.0424
7.7872	0.0331	16.1770	0.2588	17.2758	0.8735	13.4678	0.0414	9.7888	0.0207	19.8965	0.0293	10.6084	0.0607
7.8393	0.1413	17.0858	0.6770	16.8988	0.4638	13.4508	0.0369	9.7595	0.0222	19.8906	0.0421	10.5539	0.0480
7.8212	0.0542	16.1823	0.5018	17.1485	0.6500	13.4783	0.0437	9.7776	0.0158	19.8930	0.0341	10.5768	0.0524
7.8300	0.0454	15.5878	0.1606	17.0430	0.5957	13.4455	0.0250	9.7823	0.0170	19.8941	0.0345	10.5902	0.0546
7.7936	0.0253	16.2052	0.0449	17.9043	0.6952	13.4543	0.0408	9.7876	0.0136	19.8678	0.0467	10.5709	0.0275
7.7948	0.0286	15.6376	0.1036	16.8460	0.1760	13.4437	0.0427	9.7618	0.0124	19.8889	0.0519	10.6753	0.4291
7.7977	0.0399	16.0334	0.1074	16.8659	0.3233	13.4549	0.0271	9.7296	0.0210	19.8971	0.0264	10.6283	0.0531
7.7749	0.0433	16.3688	0.0251	16.8806	0.4116	13.4449	0.0321	9.7214	0.0229	19.9065	0.0319	10.6776	0.4420
7.7842	0.0518	16.2984	0.3460	16.8835	0.4306	13.4238	0.0447	9.7196	0.0196	19.8783	0.0322	10.6993	0.4371
7.7936	0.1520	16.1208	0.1191	16.7827	0.0784	13.4379	0.0349	9.7337	0.0190	19.9065	0.0319	10.6155	0.0601
7.7942	0.0509	15.6916	0.0512	16.8818	0.3440	13.4619	0.0319	9.7290	0.0114	19.8889	0.0371	10.6659	0.0592
7.7848	0.0505	15.6382	0.0835	17.3860	0.6821	13.4473	0.0318	9.7542	0.0145	19.8883	0.0423	10.6020	0.0515
7.7473	0.0250	15.6699	0.1192	16.9029	0.4823	13.4467	0.0405	9.7518	0.0190	19.8836	0.0271	10.6014	0.0578
7.7614	0.0298	16.0357	0.7061	16.7862	0.2140	13.4555	0.0437	9.7413	0.0175	19.8953	0.0338	10.8840	0.5838
7.7666	0.0393	14.7869	0.5527	16.7651	0.0409	13.4543	0.0438	9.7395	0.0167	19.8783	0.0434	10.6858	0.0563
7.7672	0.0437	15.9959	0.2900	16.7293	0.0574	13.4414	0.0325	9.7430	0.0204	19.8936	0.0485	12.8909	1.1698
7.7625	0.0349	15.5345	0.2595	16.8730	0.3840	13.4748	0.0394	9.7471	0.0139	19.8742	0.0273	12.0982	1.2926
7.7379	0.0351	15.4987	0.3249	17.1843	0.6520	13.4455	0.0391	9.7688	0.0261	19.8965	0.0333	14.0095	0.6169
7.7526	0.0357	15.2050	0.2559	17.2224	0.6802	13.4701	0.0308	9.7624	0.0136	19.8895	0.0317	14.2335	0.0187
7.7795	0.0453	15.4729	0.0462	16.8777	0.3469	13.4607	0.0437	9.7688	0.0109	19.8871	0.0327	14.0066	0.4949
7.8024	0.0505	15.6582	0.0322	17.1884	0.6420	13.4478	0.0385	9.7747	0.0148	19.8930	0.0512	11.9534	1.2499
7.7872	0.0478	16.4450	1.3335	16.9433	0.4896	13.4402	0.0448	9.7976	0.0253	19.8947	0.0359	11.1912	1.1099
7.7203	0.0340	17.7694	0.7494	17.0805	0.6026	13.4619	0.0288	9.7823	0.0134	19.8959	0.0288	12.7308	1.0047
7.8417	0.0458	17.6979	0.0472	17.0219	0.5760	13.4625	0.0340	9.7700	0.0141	19.8783	0.0339	10.7808	0.0240
7.7678	0.0308	15.4881	0.0810	18.3264	0.7626	13.4215	0.0467	9.7342	0.0127	19.8619	0.0488	11.8115	0.9391
7.8212	0.0410	15.6007	0.0419	16.7598	0.0663	13.4062	0.0431	9.7442	0.0177	19.8637	0.0215	10.8212	0.6872
7.8411	0.0357	16.9146	0.3335	17.3162	0.6846	13.4045	0.0392	9.7688	0.0215	19.8496	0.0447	10.8083	0.0455
7.8669	0.0227	15.1153	0.0497	17.5009	0.6632	13.3962	0.0453	9.7536	0.0264	19.8513	0.0262	10.9215	0.0276
7.8821	0.0296	15.1592	0.3450	16.8413	0.4134	13.3816	0.0323	9.6979	0.0200	19.8326	0.0481	11.6655	0.6604
7.9050	0.0354	15.8692	0.3125	16.9697	0.4931	13.3722	0.0320	9.7190	0.0174	19.8115	0.0415	12.1310	0.4566
7.8388	0.0464	14.6462	0.0534	17.1245	0.5953	13.3634	0.0397	9.7184	0.0182	19.8173	0.0346	11.6473	0.5972
7.8511	0.0410	15.2448	0.2060	17.4610	0.6889	13.3417	0.0327	9.6885	0.0228	19.8220	0.0321	10.9297	0.5688
7.8593	0.0560	16.1383	0.1161	16.8542	0.3939	13.3417	0.0307	9.6821	0.0155	19.8033	0.0414	11.8097	0.4866
7.8745	0.0399	17.5044	0.6631	16.8947	0.5556	13.3282	0.0272	9.6967	0.0143	19.7622	0.0389	11.5787	0.0271
7.8945	0.0573	17.8978	0.4200	16.9334	0.6244	13.3271	0.0263	9.6721	0.0186	19.7634	0.0449	11.3964	0.2122
7.8616	0.0332	17.5478	0.0524	16.7809	0.3310	13.3030	0.0281	9.6615	0.0183	19.7570	0.0357	10.6606	0.0366
7.8247	0.0488	15.5726	0.7140	16.7592	0.2804	13.3001	0.0306	9.6633	0.0148	19.7575	0.0453	11.4539	0.7039
7.8358	0.0573	16.3013	0.8102	16.7358	0.4062	13.2972	0.0328	9.6909	0.0198	19.7370	0.0368	10.8078	0.5881
7.8804	0.0481	17.1116	0.6951	16.6801	0.2474	13.2819	0.0331	9.6715	0.0232	19.7411	0.0359	12.4324	0.4835
7.9126	0.0374	17.4159	0.4300	16.6385	0.2233	13.2462	0.0332	9.6551	0.0122	19.6989	0.0326	12.4253	1.0703
8.0064	0.0836	15.9595	0.2418	16.5628	0.1959	13.2450	0.0324	9.6422	0.0169	19.6889	0.0409	10.9790	0.3093
8.0563	0.0693	16.3095	0.7782	16.4866	0.0273	13.2385	0.0369	9.6281	0.0234	19.7013	0.0293	10.6442	0.0503
7.9982	0.0557	16.2996	0.5744	16.5581	0.1898	13.2303	0.0470	9.6182	0.0198	19.7106	0.0362	10.9532	0.4478
8.1120	0.0525	17.5208	0.5255	16.6068	0.2235	13.1922	0.0241	9.6141	0.0162	19.6590	0.0419	11.6374	0.1896
8.0657	0.0529	19.0194	0.4728	16.7364	0.3259	13.1993	0.0470	9.6182	0.0206	19.6503	0.0399	12.1715	0.7431
8.0780	0.0491	18.0719	0.6921	16.5036	0.1632	13.2016	0.0388	9.6135	0.0240	19.6637	0.0320	10.8154	0.4064
8.0721	0.0257	16.0486	0.3236	16.5464	0.2090	13.1805	0.0444	9.5589	0.0141	19.6262	0.0572	11.1056	0.6642
8.0316	0.0295	16.4931	0.8051	16.5681	0.2509	13.1623	0.0381	9.5666	0.0240	19.6321	0.0377	11.8860	1.2966
8.0369	0.0329	19.0880	0.3229	16.4614	0.1430	13.1641	0.0285	9.5361	0.0265	19.6239	0.0410	13.2163	0.7266
8.0727	0.0285	17.5542	1.1826	16.4637	0.1324	13.1459	0.0309	9.5179	0.0261	19.6051	0.0327	12.6077	0.4876
8.0539	0.0302	16.1413	0.4224	16.4878	0.1702	13.1430	0.0322	9.5050	0.0231	19.6104	0.0357	11.4755	0.9908
8.1131	0.0271	17.5367	0.1840	16.4462	0.1403	13.1295	0.0326	9.4710	0.0144	19.5975	0.0328	11.9850	1.1716
8.1190	0.0259	19.0135	0.6453	16.4186	0.1430	13.1154	0.0392	9.4534	0.0254	19.5828	0.0330	11.3454	0.6808
8.1219	0.0293	17.7870	0.9448	16.4075	0.0468	13.1060	0.0320	9.4569	0.0136	19.5465	0.0339	11.2082	0.3915
8.1436	0.0212	16.0187	0.2799	16.3817	0.0794	13.0855	0.0390	9.4540	0.0262	19.5394	0.0410	11.9088	0.7175
8.1149	0.0233	18.4167	1.0668	16.4022	0.0524	13.0855	0.0195	9.4347	0.0167	19.5301	0.0339	12.1562	0.9289
8.0938	0.0268	19.1830	0.0200	16.3582	0.0857	13.0691	0.0462	9.4581	0.0146	19.5195	0.0401	13.1600	0.9269
8.1014	0.0309	17.1954	1.0426	16.3447	0.0946	13.0574	0.0268	9.4429	0.0124	19.5072	0.0382	11.7400	0.4590
8.1020	0.0214	14.8684	0.0844	16.3787	0.0624	13.0779	0.0398	9.4493	0.0118	19.5095	0.0369	11.5500	0.4554
8.1301	0.0328	14.9077	0.1238	16.3805	0.0386	13.0456	0.0341	9.4487	0.0112	19.4884	0.0325	11.3847	0.4170
8.1665	0.0244	15.6177	0.1627	16.3963	0.0823	13.0275	0.0278	9.4135	0.0204	19.4620	0.0330	11.4550	0.1768
8.1495	0.0314	15.4958	0.0476	16.3770	0.0914	13.0234	0.0369	9.4147	0.0140	19.4738	0.0412	11.3829	0.4749
8.1612	0.0227	15.6482	0.3775	16.3576	0.0905	13.0052	0.0385	9.3971	0.0211	19.4591	0.0346	11.5242	0.4166
8.1489	0.0241	15.4108	0.0690	16.4233	0.0956	12.9888	0.0314	9.4030	0.0232	19.4497	0.0318	11.5711	0.3598
8.1425	0.0235	15.9314	0.7014	16.4022	0.1179	12.9970	0.0311	9.3766	0.0210	19.4456	0.0436	11.6802	0.5543
8.1489	0.0354	15.3656	0.1251	16.4250	0.1108	12.9847	0.0259	9.3344	0.0216	19.4116	0.0303	11.4439	0.3728
8.1688	0.0343	15.4582	0.0624	16.4227	0.0605	12.9665	0.0344	9.3449	0.0170	19.4181	0.0455	11.4011	0.3928
8.1706	0.0244	16.3301	1.1227	16.4374	0.0772	12.9700	0.0314	9.3584	0.0295	19.4017	0.0352	11.2985	0.0571
8.2169	0.0245	15.6066	0.0382	16.4086	0.1249	12.9413	0.0378	9.3238	0.0174	19.3917	0.0435	11.3079	0.0487
8.2445	0.0330	15.6101	0.0363	16.4655	0.0873	12.9331	0.0360	9.3297	0.0182	19.3794	0.0225	11.3688	0.0922
8.2374	0.0300	15.6470	0.2326	16.4268	0.0912	12.9249	0.0310	9.3068	0.0204	19.3665	0.0283	11.2756	0.2324
8.2873	0.0419	16.1090	0.7546	16.4321	0.0820	12.9126	0.0277	9.2980	0.0179	19.3759	0.0384	10.6893	0.1791
8.3049	0.0239	15.7016	0.4496	16.4561	0.1034	12.8979	0.0350	9.2869	0.0169	19.3313	0.0438	10.7691	0.1733
8.2855	0.0286	15.2917	0.1055	16.4655	0.0814	12.8821	0.0310	9.2840	0.0143	19.3430	0.0316	10.6864	0.0502
8.3043	0.0276	15.4178	0.5194	16.4743	0.0788	12.8791	0.0349	9.2588	0.0204	19.3307	0.0366	10.6911	0.0400
8.3307	0.0208	15.9044	0.5596	16.4831	0.0333	12.8563	0.0273	9.2599	0.0199	19.3049	0.0331	10.6811	0.0734
8.3441	0.0235	15.6676	0.0950	16.4532	0.0518	12.8463	0.0308	9.2558	0.0214	19.2996	0.0399	10.6952	0.0476
8.3793	0.0216	15.5949	0.5867	16.4485	0.0549	12.8346	0.0389	9.2306	0.0259	19.2832	0.0423	10.6835	0.0523
8.3946	0.0241	15.0543	0.4693	16.4303	0.0664	12.8381	0.0311	9.2453	0.0267	19.2709	0.0316	10.6817	0.0986
8.3846	0.0262	15.2659	0.5105	16.4415	0.0386	12.8053	0.0430	9.2330	0.0314	19.2703	0.0284	10.7327	0.0579
8.3823	0.0263	14.9804	0.2192	16.4391	0.0506	12.7812	0.0357	9.2242	0.0250	19.2610	0.0326	10.7034	0.0311
8.4016	0.0178	15.3504	0.2130	16.4444	0.0398	12.7929	0.0171	9.1802	0.0241	19.2445	0.0285	10.7433	0.0390
8.4151	0.0231	15.5175	0.3222	16.4637	0.0850	12.7754	0.0234	9.1644	0.0211	19.2369	0.0450	10.8130	0.0311
8.4168	0.0290	15.4119	0.2972	16.4280	0.0305	12.7554	0.0307	9.1960	0.0204	19.2316	0.0409	10.9033	0.0427
8.4514	0.0260	15.5345	0.8252	16.4250	0.0322	12.7232	0.0331	9.1820	0.0185	19.2193	0.0391	10.8910	0.0478
8.4485	0.0169	16.3336	0.8453	16.4239	0.0361	12.7419	0.0254	9.1820	0.0235	19.2123	0.0326	10.7562	0.0572
8.4585	0.0168	15.5532	0.2627	16.4110	0.0293	12.7044	0.0331	9.1591	0.0128	19.1900	0.0452	10.7280	0.0293
